SongNumber,Title,ArtistName,SearchStr,market
586745,Sleigh Ride/Marshmallow World (with John Pizzarelli),Kristin Chenoweth;John Pizzarelli,sleigh ride/marshmallow world (with john pizzarelli) kristin chenoweth;john pizzarelli,us
108985,Los Piropos De Mi Barrio,Rocio Durcal,los piropos de mi barrio rocio durcal,es
311430,Bury Me Beneath The Willow,Blue Sky Boys,bury me beneath the willow blue sky boys,us
448968,Livin' At Home,George Lopez,livin' at home george lopez,nl
896367,Gold Diver,Prince Alla,gold diver prince alla,it
621088,Texas (SebastiAn Remix),Benjamin Theves,texas (sebastian remix) benjamin theves,us
883447,Antidote,Tunsi,antidote tunsi,it
684644,Amendment,Flaw,amendment flaw,us
43142,Gangsta,S.A. Smash,gangsta s.a. smash,us
907152,Saddle Sore,Ted Nugent,saddle sore ted nugent,us
976581,Four,George Benson / Al Jarreau,four george benson / al jarreau,us
864538,Annie's Answer,The El Dorados,annie's answer the el dorados,us
484341,Intro,Edu K,intro edu k,it
710746,Cade Rosalina,Argemiro Patrocinio,cade rosalina argemiro patrocinio,pt
437116,A Little Past Little Rock,Lee Ann Womack,a little past little rock lee ann womack,us
300321,Happy station,Fun Fun,happy station fun fun,us
145795,Goodbye To Love,Wayne Smith,goodbye to love wayne smith,us
692112,Laile,Tito Rojas,laile tito rojas,us
178818,Clockwork Crows,Run Chico Run,clockwork crows run chico run,us
395901,Relax,2-4 Grooves feat. Reki D.,relax 2-4 grooves feat. reki d.,us
210107,On A Mission,Gabriella Cilmi,on a mission gabriella cilmi,it
327461,Run To Me,Bee Gees,run to me bee gees,us
668045,Na Na Nana Na Na,Jim Jones featuring Bree-beauty,na na nana na na jim jones featuring bree-beauty,us
499867,Spooky,Atlanta Rhythm Section,spooky atlanta rhythm section,us
857714,EFIGES,Peggy Zina,efiges peggy zina,us
709422,Wasted,Toby Bourke,wasted toby bourke,us
156617,Hot Night (Venture RMX),Jessica Folcker,hot night (venture rmx) jessica folcker,us
670937,Helpin' Hand,Dr. John,helpin' hand dr. john,us
979223,Everyday People,Great Plains,everyday people great plains,us
961345,Shared Wave (Steve Rachmad MixII),Heiko Laux_ Steve Rachmad,shared wave (steve rachmad mixii) heiko laux_ steve rachmad,us
530068,Pretzel Logic,Steely Dan,pretzel logic steely dan,it
500433,Loose Suite,Louis Hayes,loose suite louis hayes,fr
823572,Space_ Love_ And Bullfighting Suite,Havalina Rail Company,space_ love_ and bullfighting suite havalina rail company,us
135767,Rock To The Beat,Darius & Finlay feat. Nicco,rock to the beat darius & finlay feat. nicco,us
356932,Rock House,Flat Duo Jets,rock house flat duo jets,us
592954,Tougher Than The Rest,Title Tracks,tougher than the rest title tracks,us
914071,Stuck in my Throat,Reuben,stuck in my throat reuben,us
439107,Yo,José Alfredo Jimenez,yo josé alfredo jimenez,us
822986,Cha Cha Fiesta,Tito Puente & His Orchestra,cha cha fiesta tito puente & his orchestra,us
156333,Holy Holy Holy,Phil Wickham,holy holy holy phil wickham,us
30530,Georgy Girl,The Seekers,georgy girl the seekers,us
335975,tia mia,Agua Loca,tia mia agua loca,es
190929,Dr. Caligari's Creeps Cabinet,The Vampires Of Dartmoore,dr. caligari's creeps cabinet the vampires of dartmoore,us
332193,Fascinatin' Lover - Live,John Mayall's Bluesbreakers,fascinatin' lover - live john mayall's bluesbreakers,us
477903,The Cinema Show (2004 Remix),Genesis,the cinema show (2004 remix) genesis,us
696911,Waiting For Your Love,Sanctuary,waiting for your love sanctuary,us
313826,A Brief History of Shitty Comedy,Patton Oswalt,a brief history of shitty comedy patton oswalt,us
530493,Ah Min El Foraa,Amr Diab,ah min el foraa amr diab,us
689043,Say Yeah,Parchman Farm,say yeah parchman farm,us
883857,Oh Lonesome Me,Don Gibson,oh lonesome me don gibson,it
683553,Trials Troubles Tribulations (Album Version),Geoff & Maria Muldaur,trials troubles tribulations (album version) geoff & maria muldaur,us
696817,Amazed,Vanessa Hudgens,amazed vanessa hudgens,us
518540,My Kinda Girl,The Mighty Hannibal,my kinda girl the mighty hannibal,us
978594,Executioner Of Love (R. Hitchcock),The Dirtbombs,executioner of love (r. hitchcock) the dirtbombs,us
487241,Cheek To Cheek,Billie Holiday,cheek to cheek billie holiday,nl
269489,Adelante,Boriqua Tribez,adelante boriqua tribez,us
756921,Qualcuno Ha Visto_ Per Caso_ Il Mio Cane Blu Elettrico Monofase?,Ligabue,qualcuno ha visto_ per caso_ il mio cane blu elettrico monofase? ligabue,it
962407,Greenland,Emancipator,greenland emancipator,nl
279808,Saint Jack,The Nectarine No. 9,saint jack the nectarine no. 9,us
826554,Como Un Dolor De Muelas,Joaquin Sabina,como un dolor de muelas joaquin sabina,es
462133,La Gaita Ajena,Marta Topferova,la gaita ajena marta topferova,us
86236,How Do You Say Goodbye?,Engineers,how do you say goodbye? engineers,us
577018,You'll Never Be Alone,Anastacia,you'll never be alone anastacia,us
308682,Lovers' Bridge,2002,lovers' bridge 2002,us
828361,Desert Oasis,Ohm-G,desert oasis ohm-g,us
764059,SchoolBoy,M.I.A.,schoolboy m.i.a.,us
946899,Invisible Tears,Ray Conniff,invisible tears ray conniff,us
62194,You Got To Feed The Fire,Ann Peebles,you got to feed the fire ann peebles,us
696197,Lovers Medley,Winston Reedy,lovers medley winston reedy,us
266952,Soca Daggering,Jamesy P,soca daggering jamesy p,us
798218,Wake Up (Album Version),Earshot,wake up (album version) earshot,us
337542,Say That You Will,The Mooney Suzuki,say that you will the mooney suzuki,us
116471,The Original Thought,Richard Swift,the original thought richard swift,us
745170,I Wanna Kiss You,PAULA COLE,i wanna kiss you paula cole,us
230003,Betty Brown (LP Version),Eclection,betty brown (lp version) eclection,us
976756,Big Road Blues,K.C. Douglas,big road blues k.c. douglas,us
190495,Quelle notti,Noyz Narcos,quelle notti noyz narcos,it
674928,Mary Bell,Macabre,mary bell macabre,us
844951,Losing Wait,Chris Fortier,losing wait chris fortier,us
315905,DU,Da Sunlounge,du da sunlounge,us
893179,Wan't You,J-Diggs,wan't you j-diggs,us
642996,When Jesus Speaks to Me,James Cleveland_ The Southern California Community Choir_ James Cleveland,when jesus speaks to me james cleveland_ the southern california community choir_ james cleveland,us
877703,Scorpio,TALAMASCA,scorpio talamasca,it
811896,Be Honest With Me,Bobby Darin,be honest with me bobby darin,us
793613,Take A Hit,Afroman,take a hit afroman,us
157900,29 Gun Salute,Young Bop,29 gun salute young bop,us
767053,Space Fling,Sun Ra,space fling sun ra,us
219679,Dirty (Chopped&Screwed),5th Ward Boyz,dirty (chopped&screwed) 5th ward boyz,us
549006,I Love Paris / C'est Magnifique,Jane Morgan,i love paris / c'est magnifique jane morgan,fr
296560,Grow Grow Grow,PJ Harvey,grow grow grow pj harvey,us
77308,Hide,These Immortal Souls,hide these immortal souls,us
166273,Multiply,Xzibit Featuring Nate Dogg,multiply xzibit featuring nate dogg,us
527454,I Am the Walrus,Affinity,i am the walrus affinity,us
609916,Schwertransport,Tube Control,schwertransport tube control,us
491898,Moving Into Light (O/C Club Edit),Black Fras,moving into light (o/c club edit) black fras,us
722975,L.I. Interlude,Rakim,l.i. interlude rakim,us
648820,We Want Your Soul,Freeland,we want your soul freeland,us
755854,I'm The Exception To The Rule,The Velvelettes,i'm the exception to the rule the velvelettes,us
745940,Ella A A,Menudo,ella a a menudo,us
763442,Softest Lips,Eric Roberson,softest lips eric roberson,us
584675,New Atlanta Rag,Memphis Sheiks,new atlanta rag memphis sheiks,us
147962,Bullets Included No Thought Required,Ignite,bullets included no thought required ignite,us
146256,Sleigh Ride,Johnny Desmond,sleigh ride johnny desmond,us
787895,Up Front,Bigga Boss,up front bigga boss,us
928867,Mai Più,Finley,mai più finley,it
697869,Bangarang,Brigadier Jerry,bangarang brigadier jerry,us
738498,Collector's Item feat. Grap Luva (Vocal),Pete Rock,collector's item feat. grap luva (vocal) pete rock,us
439306,Dedicated To The World,Assasin Feat. Sugar Slick,dedicated to the world assasin feat. sugar slick,us
988031,Happy go lucky girl (album),The Paragons,happy go lucky girl (album) the paragons,us
607109,You're My Everything (Radio Edit),Anita Baker,you're my everything (radio edit) anita baker,us
962890,Then I Close My Eyes (Live In Gdansk),David Gilmour,then i close my eyes (live in gdansk) david gilmour,us
534299,Ballroom Floor,Mikey Spice,ballroom floor mikey spice,us
475499,Four Walls Act 1 Scene VIII,John Cage/ Margaret Leng Tan/ Joan La Barbara,four walls act 1 scene viii john cage/ margaret leng tan/ joan la barbara,us
422175,Gz up,Alpha 5.20,gz up alpha 5.20,us
972239,5150 @ The Sideshow,Stuntman,5150 @ the sideshow stuntman,us
311082,Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version),8Ball & MJG,pimpin' don't fail me now [featuring jazze pha and juvenile] (explicit album version) 8ball & mjg,us
1882,Don't Change,AFI,don't change afi,us
534651,Le Petit Prince,Gerard Lenorman,le petit prince gerard lenorman,fr
740726,You Know I'm No Good,Amy Winehouse,you know i'm no good amy winehouse,us
246649,Can't Hide From Love,Naturi Naughton / Collins Pennie,can't hide from love naturi naughton / collins pennie,us
166949,Tunnel,Fred Eaglesmith,tunnel fred eaglesmith,us
875176,Mantra - Faixa Oculta,Maria Rita,mantra - faixa oculta maria rita,us
760814,Super Hyphy a.k.a. That's My Word,Keak Da Sneak,super hyphy a.k.a. that's my word keak da sneak,us
207258,It's Impossible,Robert Goulet,it's impossible robert goulet,fr
986316,The Arrival of the Queen of Sheba,Karl Jenkins;Caitrin Finch,the arrival of the queen of sheba karl jenkins;caitrin finch,us
394425,Don't Dream Of Anybody But Me,Mabel Mercer,don't dream of anybody but me mabel mercer,us
513226,Mensaje: VIH/SIDA,Carlos Varela,mensaje: vih/sida carlos varela,es
358897,Trois Mélodies: I. Pourquoi,Suzie Leblanc,trois mélodies: i. pourquoi suzie leblanc,fr
291129,Supernatural,Lulu,supernatural lulu,us
524959,Black Door Mine,Brutal Truth,black door mine brutal truth,us
94252,Preisner : Requiem for my Friend : Requiem - IV Offertorium,Zbigniew Preisner,preisner : requiem for my friend : requiem - iv offertorium zbigniew preisner,us
731247,A Little This_ A Little That,Charles Fambrough,a little this_ a little that charles fambrough,us
943202,Grave Robber (Not Of This World Album Version),Petra,grave robber (not of this world album version) petra,us
228334,Courtableau,BeauSoleil,courtableau beausoleil,fr
691500,I Won't Give Up (LP Version),Deee-Lite,i won't give up (lp version) deee-lite,nl
466473,Egg Cream,Lou Reed,egg cream lou reed,us
50479,Scarlet Letters,Mudvayne,scarlet letters mudvayne,fr
425259,If You Could See What's Going Through My Mind,Willie Nelson,if you could see what's going through my mind willie nelson,us
242054,Submerge,Richard Durand,submerge richard durand,us
408911,C'è Frenesia là In Fondo,2 Novembre,c'è frenesia là in fondo 2 novembre,it
369434,Un Milagre Señor,Nelson Ned,un milagre señor nelson ned,us
745744,Back In The USA,Spider Murphy Gang,back in the usa spider murphy gang,us
951603,Can't Stop Now,Sarah Cracknell,can't stop now sarah cracknell,us
406299,Reach Out And Touch (Somebody's Hand),David Porter,reach out and touch (somebody's hand) david porter,us
231608,Parijs II,Acda & De Munnik,parijs ii acda & de munnik,us
255426,Seize The Day,Carolyn Arends,seize the day carolyn arends,us
891856,Mona désire,Les Primitifs Du Futur,mona désire les primitifs du futur,fr
619104,Toccata And Dreamscapes,Elliot Goldenthal,toccata and dreamscapes elliot goldenthal,us
865927,A Cancao Primeira,Quinteto Violado,a cancao primeira quinteto violado,pt
961789,En Passant,Alphawezen,en passant alphawezen,nl
128634,If You Leave Me Now,James Galway,if you leave me now james galway,us
398340,Your Bones (Alternative),His Name Is Alive,your bones (alternative) his name is alive,us
563477,Here Today Gone Tomorrow,Dream Warriors,here today gone tomorrow dream warriors,us
481093,What A Difference A Day Makes (Album Version),Frank Sinatra Jr.,what a difference a day makes (album version) frank sinatra jr.,us
728122,Out Of This World,Lee Lessack,out of this world lee lessack,us
156688,The Boxer,Carbon Leaf,the boxer carbon leaf,us
251037,Desperate Times (Album Version),Killswitch Engage,desperate times (album version) killswitch engage,us
329747,Bladecrash Electrocution,Pumpkin Buzzard,bladecrash electrocution pumpkin buzzard,us
117125,Drains To the Mississippi,Banner Pilot,drains to the mississippi banner pilot,us
789127,A Second Fall,Hala Strana,a second fall hala strana,it
733508,Come On Baby - Original,The Dells,come on baby - original the dells,us
690463,The Beheading Of A King,Amon Amarth,the beheading of a king amon amarth,us
432048,Crashing Into Consciousness,I Am The Pilot,crashing into consciousness i am the pilot,us
134435,T-Électronique (Mathias Schaffhäuser Remix),Faust,t-électronique (mathias schaffhäuser remix) faust,fr
150997,Intro,Rebirth Brass Band,intro rebirth brass band,us
722989,Girolimoni n.1,Daniele Sepe,girolimoni n.1 daniele sepe,it
611568,Come Back Baby,Lowell Fulson,come back baby lowell fulson,us
38060,Titan,Bailter Space,titan bailter space,us
856677,Stack On Rat,Minotaur Shock,stack on rat minotaur shock,us
502977,How Do I Live,James Last,how do i live james last,us
951039,Fast Getaway,DJ Devious,fast getaway dj devious,us
543632,Hold Me Jesus (LP Version),Big Daddy Weave,hold me jesus (lp version) big daddy weave,us
355134,Somehow,James Yuill,somehow james yuill,us
512730,Kanan neni,Rokia Traoré,kanan neni rokia traoré,us
787883,Scar In The Head,Am I Blood,scar in the head am i blood,us
627481,VÁNDORMADÁR,Crystal,vándormadár crystal,us
587345,Vial,Breakage ft. Burial,vial breakage ft. burial,us
260843,We Were Sensible People,The Scary Bitches,we were sensible people the scary bitches,us
624970,Lost Alone 2,Mind.In.A.Box,lost alone 2 mind.in.a.box,us
753030,You And Me,Plain White T's,you and me plain white t's,us
922447,Mac Gyver,Guillaume Ledent,mac gyver guillaume ledent,us
223059,Hallo Telenor,Hellbillies,hallo telenor hellbillies,us
126886,I Shine You Shine,Seff Tha Gaffla,i shine you shine seff tha gaffla,us
194991,Happy,Sister Hazel,happy sister hazel,nl
753945,Apogiffa Night,Infected Mushroom,apogiffa night infected mushroom,us
716912,Dow Ma Dan,CoCo Lee,dow ma dan coco lee,us
955958,My Sympathy,Hundred Reasons,my sympathy hundred reasons,us
429124,I See Belief (Ablum Version),DevilDriver,i see belief (ablum version) devildriver,us
292894,Peaceful But Primitive/Procession,Nick Ingman & his Orchestra;Ron Allen;Chris Bleth;John Debney,peaceful but primitive/procession nick ingman & his orchestra;ron allen;chris bleth;john debney,us
789235,Nation (Black Ark Experryments),Radio 4,nation (black ark experryments) radio 4,us
356340,Mr. Nobody,Major Accident,mr. nobody major accident,es
984010,Hood Nigga,Dirt Bag,hood nigga dirt bag,us
411519,Speak_ Memory,Tiga,speak_ memory tiga,us
59349,Overture,The Orchestra,overture the orchestra,us
203392,Thugged Out (Featuring Thin C & DJ Dre Ghost),Layzie Bone,thugged out (featuring thin c & dj dre ghost) layzie bone,us
366206,'Til The Blossoms Bloom - Original,Mavis Staples,'til the blossoms bloom - original mavis staples,us
626075,Astronomy,Blue Oyster Cult,astronomy blue oyster cult,us
675276,The Remedy,Jay Tee & Baby Bash,the remedy jay tee & baby bash,us
188757,Just Another Dub,Impact Allstars,just another dub impact allstars,us
361406,Someone Else's Jacket,Too Much Joy,someone else's jacket too much joy,us
765401,Knowing Burns (LP Version),Virgos Merlot,knowing burns (lp version) virgos merlot,us
393059,Kingston Town,Marco,kingston town marco,us
808820,Horizon/Line,This is a Process of a Still Life,horizon/line this is a process of a still life,us
677104,'Cause I Love You,Jimmy Page,'cause i love you jimmy page,us
692697,Everytime I See Her (Sound Of Eden) (Grant Nelson Vocal Mix),Another Chance,everytime i see her (sound of eden) (grant nelson vocal mix) another chance,us
110811,Etherlorbien,Ember,etherlorbien ember,nl
860102,Dance The Night Away,Blue Oyster Cult,dance the night away blue oyster cult,us
